Draw Date,Winning Numbers1,Winning Numbers2,Winning Numbers3,Winning Numbers4,Winning Numbers5,Winning Numbers6,Winning Numbers7,Winning Numbers8,Winning Numbers9,Winning Numbers10,Winning Numbers11,Winning Numbers12,Winning Numbers13,Winning Numbers14,Winning Numbers15,Winning Numbers16,Winning Numbers17,Winning Numbers18,Winning Numbers19,Winning Numbers20
1/31/17,11,19,23,25,31,32,33,39,47,52,54,56,61,64,68,71,73,75,79,80
1/30/17,04,06,07,08,10,11,12,19,22,23,24,35,42,47,50,55,62,66,68,74
1/29/17,02,08,11,15,16,19,22,28,34,48,50,51,53,56,59,61,62,65,68,74
1/28/17,04,15,17,20,21,23,27,40,43,44,48,50,61,62,67,68,72,75,79,80
1/27/17,06,07,10,12,20,22,25,30,33,34,36,41,44,51,57,61,73,77,79,80
1/26/17,03,08,10,13,19,23,28,30,38,41,49,51,53,55,57,61,67,77,79,80
1/25/17,03,06,12,13,14,16,17,22,23,26,38,39,40,42,60,62,69,74,75,80
1/24/17,01,02,05,07,09,15,16,21,26,27,33,34,37,47,50,56,62,73,76,79
1/23/17,01,13,19,21,23,28,35,36,38,41,49,53,54,57,60,64,69,77,78,79
1/22/17,03,04,06,07,09,11,17,20,21,23,25,28,31,32,34,45,60,64,72,80
1/20/17,01,08,09,11,17,18,20,22,24,25,26,28,32,33,34,53,59,65,72,80
1/19/17,06,07,12,16,27,29,31,38,40,41,46,49,54,55,56,57,60,65,69,73
1/18/17,01,04,06,09,20,22,24,29,31,41,45,50,53,57,60,66,72,78,79,80
1/17/17,05,07,09,12,16,17,18,20,21,28,37,39,45,49,53,59,60,61,72,73
1/16/17,06,07,11,12,15,20,22,27,28,30,32,41,49,57,62,64,69,71,73,78
1/15/17,07,16,22,24,26,28,30,31,32,34,37,39,52,57,60,64,70,72,77,79
1/14/17,01,04,09,10,13,14,18,21,24,25,30,32,38,39,57,61,68,74,75,78
1/13/17,03,07,08,09,10,12,17,20,26,35,37,41,48,60,63,64,69,72,74,76
1/12/17,02,04,09,10,11,14,16,21,25,37,39,45,53,58,61,63,68,74,75,76
1/11/17,02,03,05,08,09,17,21,24,29,42,47,48,54,56,58,64,69,75,78,79
1/10/17,01,06,09,16,20,21,23,28,30,33,35,39,44,48,51,54,56,58,72,75
1/9/17,05,07,09,10,14,27,32,34,39,42,43,44,45,46,47,57,59,68,69,74
1/8/17,02,08,09,19,23,29,30,32,42,44,47,50,51,53,54,55,60,65,68,72
1/7/17,02,04,05,06,13,16,23,28,30,31,33,41,45,46,49,60,69,71,73,76
1/6/17,01,03,09,14,28,30,35,36,37,41,44,47,48,55,58,60,62,67,69,80
1/5/17,04,11,13,20,24,34,36,42,47,53,54,55,56,58,65,66,67,71,77,80
1/4/17,06,10,13,17,21,23,26,28,30,38,44,51,56,57,58,60,64,70,72,79
1/3/17,02,09,12,16,21,27,38,39,40,44,46,53,55,56,57,58,59,65,71,74
1/2/17,20,22,23,27,31,35,37,40,45,47,48,49,51,66,69,71,73,75,76,80
1/1/17,01,08,11,13,15,17,20,23,24,27,30,31,35,36,45,48,52,67,69,72
12/31/16,09,10,12,18,27,31,34,37,39,47,53,55,62,64,66,68,70,72,74,76
12/30/16,02,06,08,13,18,20,22,24,29,37,46,48,50,54,55,58,62,73,74,75
12/29/16,01,08,13,15,17,20,24,26,33,34,42,47,48,54,55,56,60,64,78,80
12/28/16,02,15,20,21,29,32,33,34,37,39,41,50,52,53,54,56,63,66,68,77
12/27/16,09,12,13,15,16,19,22,26,29,35,37,39,42,49,55,58,59,60,66,71
12/26/16,04,11,12,13,20,23,31,35,41,44,48,51,55,58,67,70,73,74,75,80
12/25/16,12,14,21,22,29,33,37,39,40,49,50,54,56,66,67,69,74,75,77,80
12/24/16,02,06,09,13,26,27,28,30,32,33,36,37,39,41,48,58,59,61,63,73
12/23/16,03,06,08,17,19,25,28,30,31,35,46,49,65,67,68,69,72,73,74,75
12/22/16,09,14,17,18,20,22,25,27,32,43,44,46,48,52,55,56,63,64,77,80
12/21/16,01,06,09,19,20,21,27,28,44,46,53,54,65,68,69,70,71,75,76,77
12/20/16,05,06,07,18,24,29,32,35,37,40,45,50,52,57,60,70,73,74,75,79
12/19/16,01,03,04,10,18,25,29,30,32,33,35,42,43,44,55,56,59,69,70,71
12/18/16,01,04,16,22,23,30,34,36,40,41,51,54,58,60,61,64,66,73,76,77
12/17/16,10,12,15,17,20,24,27,30,32,34,38,41,45,46,50,51,52,54,68,77
12/16/16,03,07,11,12,13,14,15,18,33,37,41,45,53,55,57,65,66,69,70,72
12/15/16,01,04,05,07,09,11,14,23,27,28,29,31,32,34,43,44,53,63,71,80
12/14/16,02,03,04,07,14,16,23,24,27,28,32,46,47,52,56,57,62,64,71,75
12/13/16,07,12,14,16,19,27,28,30,37,44,50,52,54,55,56,57,58,67,76,78
12/12/16,03,06,07,09,16,21,23,29,41,43,44,46,50,51,54,59,66,71,73,79
12/11/16,04,06,13,14,19,23,27,28,29,31,49,51,52,61,63,66,69,75,79,80
12/10/16,01,04,12,14,15,17,27,28,30,40,45,49,51,60,61,62,71,73,78,79
12/9/16,01,10,14,15,18,21,30,31,34,37,39,44,46,50,52,54,55,64,72,76
12/8/16,03,05,14,19,25,26,27,28,29,31,32,36,42,45,60,61,63,68,74,76
12/7/16,01,03,13,23,31,35,38,43,47,48,52,60,64,65,68,72,77,78,79,80
12/6/16,10,16,19,20,21,22,24,29,31,41,44,59,60,63,64,66,68,69,71,77
12/5/16,03,07,08,09,21,25,26,38,46,47,53,60,64,66,69,70,74,75,78,80
12/4/16,02,05,07,14,15,16,22,28,34,45,47,51,56,65,69,70,71,72,74,76
12/3/16,03,05,06,13,17,40,41,42,43,51,52,53,58,63,67,68,71,75,76,79
12/2/16,03,07,10,12,14,15,25,35,36,40,41,55,58,59,61,62,66,70,74,75
12/1/16,07,13,19,23,30,34,35,38,46,49,51,54,58,61,62,67,68,69,76,77
11/30/16,04,05,16,20,22,24,30,32,42,44,46,47,48,51,57,58,61,63,70,71
11/29/16,02,03,05,08,09,17,21,22,23,24,27,29,34,42,47,55,66,67,70,76
11/28/16,03,07,08,12,18,20,22,24,26,31,32,33,34,41,55,59,61,69,73,76
11/27/16,10,11,12,16,18,24,33,36,37,38,39,40,48,60,65,73,75,76,77,78
11/26/16,02,03,04,05,14,20,21,25,26,27,30,50,52,59,62,67,69,73,75,79
11/25/16,09,10,15,19,20,23,27,29,35,40,42,43,46,50,54,57,62,63,74,77
11/24/16,06,07,11,19,31,32,36,43,44,46,47,49,55,59,61,64,66,71,78,79
11/23/16,01,03,09,17,19,24,27,40,41,42,44,50,58,61,62,65,68,69,70,78
11/22/16,06,07,08,13,14,18,25,29,35,36,39,45,46,52,55,56,57,58,60,77
11/21/16,05,08,12,13,17,19,20,26,33,37,40,42,47,50,55,60,62,64,67,72
11/20/16,08,17,18,23,24,27,28,30,32,36,44,45,49,55,56,60,66,70,71,72
11/19/16,01,03,06,07,19,22,24,36,38,42,45,54,55,56,60,63,72,74,78,80
11/18/16,10,16,17,21,22,24,26,28,39,40,43,46,47,51,61,63,73,75,78,80
11/17/16,01,04,05,13,20,21,24,26,28,30,35,40,41,47,55,58,59,72,74,79
11/16/16,01,05,17,25,26,31,34,39,41,42,43,45,50,58,64,67,69,76,78,79
11/15/16,02,04,10,12,14,15,18,25,29,31,34,41,48,49,56,64,69,70,71,74
11/14/16,04,07,09,10,12,15,29,31,37,41,43,45,46,48,53,59,67,68,75,76
11/13/16,02,06,12,13,17,24,25,29,34,36,37,43,46,50,60,64,70,71,75,76
11/12/16,04,06,07,09,15,21,23,24,31,32,36,38,42,46,51,53,64,76,78,79
11/11/16,01,02,06,12,16,19,24,30,38,44,47,52,55,59,61,62,63,64,73,74
11/10/16,05,08,09,11,14,15,18,20,21,23,29,37,40,41,50,59,62,66,67,79
11/9/16,04,05,15,18,19,21,28,32,34,42,43,45,48,49,55,59,70,74,75,76
11/8/16,12,16,17,23,30,32,33,34,36,42,44,46,50,54,56,57,60,70,71,80
11/7/16,01,04,05,07,09,10,19,22,28,29,30,35,42,47,48,55,61,69,70,80
11/6/16,01,03,05,09,13,16,23,27,38,41,43,44,49,56,57,58,66,71,74,77
11/5/16,03,04,05,10,14,18,26,34,38,39,42,44,47,51,54,63,71,76,78,80
11/4/16,03,09,11,13,14,17,20,21,22,26,28,45,46,48,56,60,69,72,74,75
11/3/16,01,07,10,11,12,13,18,25,30,32,34,35,40,41,43,50,54,55,63,68
11/2/16,05,06,12,14,21,22,24,26,28,30,33,43,44,55,62,63,67,71,74,77
11/1/16,08,09,14,15,19,20,25,28,31,36,38,40,41,43,44,55,71,74,75,80
10/31/16,04,11,12,14,16,17,18,34,35,37,40,44,47,49,56,58,63,70,71,77
10/30/16,01,15,21,24,26,28,31,32,34,39,41,45,49,50,53,57,60,62,64,72
10/29/16,07,08,11,17,21,23,24,27,30,38,45,46,49,55,56,60,70,74,76,78
10/28/16,02,04,07,16,25,27,28,32,33,51,53,54,55,57,61,62,67,68,70,75
10/27/16,05,08,10,17,24,28,29,36,40,41,45,52,55,59,62,64,65,72,76,79
10/26/16,03,05,16,18,19,20,21,23,24,32,35,39,40,46,50,57,64,69,72,80
10/25/16,04,06,08,18,19,20,22,26,28,35,41,43,48,51,52,61,67,72,75,80
10/24/16,03,04,10,14,17,19,22,24,29,31,34,37,39,40,47,48,57,66,73,75
10/23/16,03,05,06,08,10,15,18,19,23,24,34,39,43,45,58,60,61,64,65,79
10/22/16,01,03,09,10,12,25,38,40,44,45,46,53,56,59,62,63,64,69,73,77
10/21/16,03,04,07,11,17,20,26,27,28,31,32,36,43,44,46,56,61,70,75,80
10/20/16,04,06,10,17,18,22,29,34,37,47,48,49,53,65,66,67,70,72,77,79
10/19/16,02,11,23,28,33,35,37,42,46,50,54,57,62,67,69,70,73,74,76,77
10/18/16,04,14,15,21,27,29,36,39,46,49,51,54,58,61,63,65,70,74,75,77
10/17/16,09,10,11,21,22,28,31,32,37,39,42,43,44,47,50,56,59,70,71,75
10/16/16,02,05,08,29,33,41,44,45,47,50,53,59,60,62,70,72,73,75,76,77
10/15/16,11,12,18,22,24,27,30,36,40,41,48,49,51,57,58,59,64,65,68,69
10/14/16,05,08,15,16,31,39,43,46,49,54,55,58,62,64,66,68,69,72,73,79
10/13/16,01,03,06,12,16,19,24,27,36,37,38,51,52,54,57,63,66,68,73,80
10/12/16,17,23,24,25,26,32,40,45,49,50,54,58,61,65,68,70,71,73,76,79
10/11/16,07,09,10,12,15,27,33,34,37,39,45,46,48,49,52,53,55,61,64,77
10/10/16,02,06,14,16,19,33,39,41,43,44,46,52,55,60,61,63,64,65,72,73
10/9/16,13,17,18,20,27,31,33,39,41,43,44,46,54,56,62,67,70,71,75,78
10/8/16,02,04,12,13,16,19,21,28,31,45,55,60,61,63,65,66,69,73,76,79
10/7/16,10,18,24,27,33,35,37,38,39,42,43,48,52,57,62,72,73,75,78,79
10/6/16,09,10,16,21,22,23,27,36,37,38,39,40,50,52,53,57,62,65,68,71
10/5/16,02,03,12,15,17,18,19,21,25,31,32,45,48,51,54,55,65,70,73,74
10/4/16,05,08,11,19,20,21,22,23,24,38,40,46,49,54,55,57,58,62,67,75
10/3/16,01,08,09,13,21,22,23,29,30,33,36,42,43,49,52,56,57,63,64,79
10/2/16,01,04,06,08,09,15,18,19,25,38,41,42,45,46,47,49,50,51,65,70
10/1/16,09,16,18,21,22,31,34,35,36,39,40,42,43,44,45,52,55,56,62,66
9/30/16,09,11,14,15,16,20,23,30,33,37,40,44,49,53,54,55,56,61,69,78
9/29/16,04,13,15,24,25,31,37,38,46,48,56,57,62,63,65,67,69,73,79,80
9/28/16,01,06,09,15,16,24,32,34,36,44,55,57,59,63,66,67,71,72,74,76
9/27/16,03,10,13,15,17,19,27,29,33,35,41,42,44,59,60,63,68,70,73,77
9/26/16,03,11,13,15,16,20,22,32,35,37,47,55,60,61,63,68,73,74,77,79
9/25/16,01,05,11,17,22,23,33,34,38,41,42,45,46,50,53,54,69,70,76,78
9/24/16,01,06,08,14,18,26,32,33,36,37,45,46,51,54,57,59,62,65,71,77
9/23/16,02,03,05,08,09,16,22,28,29,31,32,42,43,53,55,58,64,69,70,71
9/22/16,01,03,05,11,13,23,27,31,32,35,38,46,50,52,56,59,60,62,72,80
9/21/16,01,12,23,25,27,29,31,35,37,39,44,45,46,47,50,57,58,62,68,72
9/20/16,04,08,13,14,16,24,31,36,38,46,47,48,53,60,61,62,63,69,76,79
9/19/16,04,07,13,16,17,18,22,27,28,33,36,39,43,46,53,55,58,67,77,78
9/18/16,01,04,13,14,20,26,28,36,38,42,45,47,50,53,57,64,68,69,73,74
9/17/16,04,11,13,17,27,31,33,37,38,39,49,50,56,58,59,68,71,72,74,79
9/16/16,05,10,11,12,20,22,25,31,33,43,46,47,51,57,64,65,67,73,77,79
9/15/16,05,12,13,14,15,21,25,32,42,43,45,49,55,56,60,61,64,67,78,80
9/14/16,11,16,18,25,28,30,31,32,33,34,47,48,56,59,62,66,69,70,76,79
9/13/16,10,15,16,18,21,22,27,44,47,51,55,57,59,60,65,66,68,72,75,77
9/12/16,03,07,10,11,15,19,21,25,28,30,34,37,43,48,51,57,58,70,71,80
9/11/16,03,06,08,10,18,19,20,22,28,31,37,39,49,54,62,63,68,73,77,79
9/10/16,03,07,11,17,23,26,31,32,40,41,50,53,63,64,66,67,75,76,78,79
9/9/16,02,05,07,08,09,10,16,17,25,38,44,46,60,62,63,66,73,74,78,79
9/8/16,06,09,10,11,16,31,34,40,41,43,45,46,49,51,58,59,64,70,71,72
9/7/16,01,07,08,09,13,15,28,34,35,37,39,45,50,51,56,58,65,72,76,77
9/6/16,04,05,11,18,19,24,28,31,32,42,43,47,54,58,65,66,67,71,72,79
9/5/16,03,05,06,08,10,11,14,15,16,21,29,30,41,55,59,60,62,64,71,78
9/4/16,07,08,12,17,30,31,35,36,38,44,50,55,59,62,63,64,71,73,77,80
9/3/16,01,05,07,11,14,17,19,35,38,42,43,49,50,55,57,58,68,74,78,79
9/2/16,08,16,19,21,24,27,33,38,40,42,43,45,47,48,53,61,66,72,74,79
9/1/16,06,11,17,26,30,36,38,39,45,46,48,49,54,58,63,72,73,75,77,79
8/31/16,01,08,09,12,16,17,22,29,31,32,33,37,38,43,46,47,50,58,73,74
8/30/16,08,15,16,19,20,21,28,29,31,44,47,51,58,61,63,64,65,74,78,80
8/29/16,02,06,07,11,13,15,18,25,27,34,37,40,41,44,46,48,49,50,52,77
8/28/16,04,05,06,08,12,13,17,28,35,38,40,47,48,49,52,56,62,66,71,80
8/27/16,03,08,12,16,20,21,22,23,26,31,41,42,47,51,58,62,68,73,75,78
8/26/16,04,07,08,12,13,14,16,27,34,37,38,39,41,44,45,49,54,56,67,74
8/25/16,01,07,10,14,16,26,27,29,32,36,40,41,47,53,65,67,72,73,78,79
8/24/16,02,05,11,15,18,20,22,26,30,32,35,40,45,50,52,53,74,76,78,79
8/23/16,02,09,11,15,16,21,28,33,34,35,41,43,44,52,54,55,56,71,76,78
8/22/16,01,08,09,10,11,12,16,17,30,35,36,37,39,40,46,56,62,66,69,76
8/21/16,09,14,15,16,17,21,23,27,45,46,51,54,55,60,62,66,68,71,77,80
8/20/16,06,07,08,11,18,21,25,27,28,31,32,36,38,47,57,59,62,64,69,72
8/19/16,06,08,09,10,11,12,15,19,22,24,32,33,40,44,49,50,53,61,62,69
8/18/16,09,12,16,20,30,41,42,43,46,48,49,50,53,56,58,60,68,70,76,80
8/17/16,08,09,20,23,24,27,30,33,34,41,46,57,58,59,62,63,66,71,73,80
8/16/16,01,06,07,09,12,13,27,29,38,42,43,45,48,53,57,61,63,66,67,72
8/15/16,03,05,15,21,24,26,30,32,33,38,39,40,44,45,48,60,61,68,69,80
8/14/16,07,12,13,14,15,18,20,22,24,26,27,29,31,35,42,58,63,64,71,78
8/13/16,03,18,19,25,36,37,38,45,49,50,51,54,61,65,66,67,69,70,72,79
8/12/16,02,03,05,09,12,13,21,24,31,34,37,40,45,48,53,60,62,63,67,78
8/11/16,01,03,06,08,15,18,21,22,23,27,28,35,40,48,59,61,66,70,76,80
8/10/16,01,03,08,13,14,17,20,32,43,47,48,52,55,62,67,72,75,76,78,80
8/9/16,04,05,07,08,17,22,24,29,31,33,34,37,44,47,50,51,57,61,63,68
8/8/16,03,04,07,11,14,26,31,32,36,43,44,66,67,69,70,71,72,75,78,79
8/7/16,04,11,13,14,20,21,24,27,30,33,36,40,45,50,56,58,59,66,69,76
8/6/16,07,08,16,17,19,22,29,34,35,45,46,47,52,54,57,58,61,68,70,72
8/5/16,03,07,12,19,21,27,28,31,33,39,41,43,46,47,48,53,58,61,71,75
8/4/16,05,10,19,23,26,28,29,45,46,52,54,58,59,62,66,67,71,73,78,79
8/3/16,07,09,10,12,22,25,29,32,34,39,41,42,44,50,51,63,66,71,73,79
8/2/16,01,11,15,17,21,23,25,26,27,31,40,41,42,44,52,61,63,70,76,79
8/1/16,09,11,14,17,19,22,24,27,33,41,43,44,49,53,54,63,66,69,71,77
7/31/16,03,04,05,08,10,18,22,23,25,34,42,50,57,61,63,66,69,73,77,79
7/30/16,04,07,12,24,29,32,33,37,38,40,48,51,54,57,62,64,65,68,69,71
7/29/16,04,05,06,07,11,16,17,21,29,36,38,39,46,47,57,58,59,60,66,71
7/28/16,01,04,06,09,11,14,17,22,29,31,33,34,51,53,55,64,68,69,70,74
7/27/16,08,09,22,25,28,29,34,35,36,40,42,44,46,47,50,52,54,57,72,78
7/26/16,01,14,18,19,21,27,29,32,33,35,36,39,43,45,47,57,61,66,72,80
7/25/16,02,03,07,08,11,16,21,30,37,38,43,45,47,49,57,60,66,68,69,74
7/24/16,01,04,05,08,13,19,24,26,30,32,36,37,47,55,57,60,61,73,76,79
7/23/16,06,11,19,20,22,30,34,35,47,52,56,58,59,61,64,65,70,71,77,80
7/22/16,14,19,22,23,24,31,36,38,42,45,46,47,52,53,58,59,70,74,75,78
7/21/16,10,13,16,20,23,24,29,30,31,33,36,40,45,48,51,66,69,73,78,79
7/20/16,01,03,11,22,23,24,30,33,40,41,43,45,49,50,53,57,61,70,74,78
7/19/16,01,04,07,09,10,12,16,26,30,36,41,42,46,56,63,67,69,70,73,75
7/18/16,02,10,14,17,19,25,31,36,43,46,54,56,58,59,60,67,69,70,72,78
7/17/16,10,14,20,21,24,28,30,33,37,43,44,45,48,53,58,59,61,70,73,74
7/16/16,02,08,11,18,22,30,33,35,36,44,46,50,52,59,61,62,69,70,72,73
7/15/16,01,03,07,10,11,12,13,14,19,21,32,36,48,51,53,56,58,60,62,63
7/14/16,03,10,19,23,24,28,36,38,42,46,51,53,57,58,61,65,72,73,75,77
7/13/16,01,03,07,09,11,12,15,16,26,27,32,38,48,55,65,68,70,71,73,74
7/12/16,03,12,18,19,23,31,34,38,42,48,49,50,52,53,61,65,72,75,76,79
7/11/16,02,08,20,21,24,26,34,38,43,45,54,55,62,65,66,70,72,74,78,79
7/10/16,02,07,09,11,18,23,32,35,37,43,46,47,57,58,61,62,71,75,76,78
7/9/16,01,04,05,13,19,27,28,29,32,38,40,49,52,54,58,60,64,68,71,77
7/8/16,01,03,13,16,28,30,33,37,43,49,50,56,57,58,61,68,69,70,71,78
7/7/16,02,07,08,09,17,21,26,33,36,40,41,44,46,54,56,69,70,72,75,77
7/6/16,02,03,05,12,29,35,39,46,51,52,54,55,60,65,67,68,76,77,78,79
7/5/16,07,09,18,28,29,31,33,35,38,43,44,45,46,47,48,49,53,63,70,80
7/4/16,01,02,03,08,09,15,18,23,28,32,35,43,44,54,60,61,65,71,79,80
7/3/16,09,12,15,25,26,29,31,34,38,39,51,58,63,64,67,70,71,74,78,80
7/2/16,03,04,11,17,21,25,27,32,37,39,40,45,47,50,58,64,68,75,78,79
7/1/16,17,26,37,40,41,43,46,48,52,54,55,56,60,61,66,69,70,73,75,79
6/30/16,01,05,12,14,18,19,23,27,31,43,45,46,48,49,50,52,59,74,79,80
6/29/16,02,05,06,07,22,25,26,29,34,40,47,48,49,54,56,59,63,66,76,80
6/28/16,06,13,15,20,21,23,24,26,32,36,45,47,49,57,61,62,68,73,74,79
6/27/16,02,06,08,09,12,19,23,28,38,42,43,47,51,52,65,66,67,71,75,78
6/26/16,04,10,20,21,23,24,27,30,38,41,47,53,61,62,63,64,71,72,74,79
6/25/16,10,12,15,19,23,28,32,37,44,48,58,61,64,65,68,71,73,76,77,80
6/24/16,04,20,25,31,34,35,37,39,42,47,49,52,55,60,63,71,73,77,78,80
6/23/16,01,04,06,16,17,20,31,32,36,39,40,42,47,58,60,61,63,66,68,69
6/22/16,02,04,09,18,22,26,32,38,47,49,50,57,59,61,62,63,67,74,77,80
6/21/16,01,02,06,13,17,20,30,31,36,41,43,49,51,55,60,64,71,75,77,78
6/20/16,03,05,09,10,16,29,31,34,35,36,37,38,49,50,56,66,71,73,75,80
6/19/16,03,05,16,19,27,37,42,44,45,46,48,49,51,54,57,60,62,72,73,78
6/18/16,02,03,05,17,18,27,32,37,39,40,54,55,60,64,67,68,69,77,78,79
6/17/16,02,11,13,17,21,23,25,31,33,40,47,50,52,53,62,68,69,74,75,80
6/16/16,02,04,22,23,32,33,38,40,42,43,44,46,51,57,61,67,68,71,73,76
6/15/16,06,12,15,23,32,35,38,39,44,46,47,53,54,59,62,64,66,70,73,78
6/14/16,01,09,10,13,17,19,21,23,30,34,38,39,46,49,53,57,59,60,66,74
6/13/16,03,04,07,13,18,20,24,35,36,43,47,52,53,55,60,63,65,68,74,80
6/12/16,05,06,10,11,16,18,22,30,35,39,50,58,61,63,68,70,72,74,79,80
6/11/16,03,05,11,18,22,28,29,36,38,48,53,54,57,60,62,63,69,74,77,80
6/10/16,02,04,09,10,13,14,16,20,22,26,33,38,41,45,60,62,64,67,74,80
6/9/16,07,13,14,16,17,18,21,22,23,25,28,31,32,46,52,55,56,64,66,79
6/8/16,04,05,08,10,11,13,18,20,24,31,54,59,63,65,68,69,72,73,75,79
6/7/16,06,08,12,13,14,19,20,25,32,36,39,40,44,45,60,61,63,64,65,71
6/6/16,02,04,11,16,21,23,24,28,35,39,40,42,44,45,48,51,70,74,75,78
6/5/16,01,04,05,10,11,20,21,24,28,34,38,40,41,54,60,64,68,71,77,80
6/4/16,02,21,23,30,31,34,36,42,50,57,60,61,62,63,70,71,73,75,78,79
6/3/16,03,07,13,14,25,31,38,40,48,49,54,56,57,64,70,71,73,74,76,78
6/2/16,01,04,07,10,16,21,23,24,26,28,30,37,51,53,55,63,64,67,69,80
6/1/16,06,11,14,19,20,31,32,40,42,44,52,53,54,57,60,62,65,66,69,74
5/31/16,04,06,08,15,36,38,39,42,46,48,51,55,58,60,62,63,64,66,75,78
5/30/16,01,03,19,22,24,28,33,40,41,46,50,53,54,58,59,60,64,67,75,80
5/29/16,07,10,12,13,14,24,33,34,36,37,40,44,46,47,64,66,68,71,72,80
5/28/16,05,08,09,13,14,15,23,24,29,33,37,38,41,43,45,47,51,61,76,78
5/27/16,06,07,15,16,21,22,23,24,28,36,38,40,42,52,58,70,72,73,76,79
5/26/16,02,03,05,06,08,14,17,19,21,25,41,42,43,45,54,57,67,68,71,73
5/25/16,03,05,06,07,15,16,18,24,28,37,40,41,53,59,63,74,75,76,77,79
5/24/16,01,07,09,13,24,27,30,31,32,33,36,42,43,52,60,64,67,68,72,78
5/23/16,03,12,14,23,25,28,29,32,35,43,46,52,55,56,60,64,69,71,76,77
5/22/16,01,02,04,12,21,24,25,28,38,43,47,54,56,58,62,64,71,76,77,80
5/21/16,01,11,15,17,23,24,30,32,36,39,41,43,48,49,52,56,57,62,68,71
5/20/16,02,05,09,11,12,18,19,22,34,38,41,46,48,60,62,66,68,69,74,77
5/19/16,02,03,07,11,13,14,25,27,33,46,48,50,56,58,63,66,67,76,77,79
5/18/16,01,03,26,29,31,34,38,44,46,49,50,52,53,54,61,65,66,71,78,80
5/17/16,11,15,16,20,34,35,38,39,41,42,43,46,48,49,55,58,70,73,75,77
5/16/16,02,05,12,22,27,28,32,42,48,49,52,54,59,61,64,71,72,77,79,80
5/15/16,03,06,09,18,22,27,31,32,43,46,53,61,64,65,71,74,75,77,78,80
5/14/16,07,13,16,21,24,25,31,32,35,42,51,52,62,63,66,67,71,73,74,78
5/13/16,01,03,05,07,18,19,25,34,41,42,50,54,56,57,60,61,66,77,78,80
5/12/16,01,04,09,13,16,23,24,26,30,39,41,43,50,52,60,64,70,71,72,76
5/11/16,04,07,12,13,19,21,23,24,26,28,31,32,33,41,44,47,51,57,71,78
5/10/16,02,04,06,11,13,18,22,29,36,37,38,39,44,46,66,69,70,75,76,80
5/9/16,02,07,09,11,12,14,19,25,30,47,48,55,57,61,64,66,69,70,75,76
5/8/16,05,07,08,12,13,15,16,30,39,42,44,50,51,52,55,61,69,75,76,78
5/7/16,07,10,12,13,21,24,33,36,37,41,46,50,57,58,60,61,68,69,72,74
5/6/16,03,15,21,22,24,26,29,32,33,35,37,42,43,44,45,52,54,58,75,76
5/5/16,02,03,05,16,17,19,23,26,31,40,42,45,47,56,58,60,71,72,73,77
5/4/16,05,07,11,13,14,16,24,25,26,33,34,38,41,42,45,50,57,63,71,79
5/3/16,04,12,25,26,29,34,36,37,39,42,44,45,50,53,56,63,67,68,69,71
5/2/16,01,03,04,19,20,26,29,30,31,34,43,45,59,61,62,65,68,74,76,79
5/1/16,03,08,09,10,11,15,18,22,30,43,45,49,51,52,57,60,62,64,68,74
4/30/16,02,05,06,07,08,12,17,18,31,35,41,42,43,44,58,60,61,66,75,77
4/29/16,08,09,10,17,18,19,21,23,24,27,28,32,36,43,59,67,71,76,78,79
4/28/16,07,09,10,13,15,16,18,23,25,31,32,36,39,45,51,53,59,61,67,72
4/27/16,04,06,09,11,13,15,18,19,21,23,25,27,36,38,51,54,57,67,75,76
4/26/16,04,13,26,28,32,33,39,41,47,48,52,53,57,58,60,61,68,69,76,78
4/25/16,03,12,15,17,18,22,25,38,39,45,47,51,52,54,64,67,69,74,75,76
4/24/16,07,10,11,12,13,14,15,16,27,37,38,43,44,47,53,54,59,67,69,73
4/23/16,02,04,07,08,14,23,27,49,50,51,52,58,59,60,64,69,76,77,79,80
4/22/16,01,02,08,19,25,28,31,32,33,34,44,49,52,53,54,62,64,74,78,79
4/21/16,06,07,12,17,18,20,23,29,31,33,34,42,43,48,55,57,60,61,64,77
4/20/16,02,06,08,10,13,17,19,30,31,32,34,36,43,46,50,53,62,65,69,80
4/19/16,01,02,04,05,07,09,10,14,21,26,27,34,51,52,53,58,65,72,74,79
4/18/16,01,08,09,18,27,29,35,38,39,42,43,46,49,52,56,59,69,70,72,75
4/17/16,01,04,07,09,25,30,31,35,38,40,41,43,51,56,63,64,68,69,70,76
4/16/16,04,08,17,19,20,25,27,35,41,46,49,52,56,58,60,62,63,68,73,80
4/15/16,04,08,11,14,19,20,21,26,28,34,42,43,45,54,56,63,73,78,79,80
4/14/16,01,06,13,14,17,18,19,22,24,36,37,38,41,45,50,51,58,74,75,76
4/13/16,02,09,19,24,25,26,30,32,34,40,43,44,51,52,53,66,67,72,73,79
4/12/16,01,05,06,10,12,20,24,26,31,32,39,40,42,45,49,54,56,57,69,70
4/11/16,02,05,06,12,16,17,19,22,23,30,31,35,36,38,52,55,57,62,73,80
4/10/16,03,11,14,21,23,29,31,39,43,50,51,54,55,62,68,70,72,76,78,80
4/9/16,02,07,10,13,15,27,33,39,44,46,50,51,55,56,61,62,63,65,67,73
4/8/16,02,07,10,12,13,17,21,22,25,26,29,35,42,45,49,50,53,68,69,73
4/7/16,01,15,22,26,30,31,35,42,44,50,51,52,53,60,61,66,71,72,78,79
4/6/16,03,08,12,13,18,19,30,37,38,42,45,48,53,55,56,57,58,69,71,79
